,Name,Ticker
00798:xhkg,China Electronics Optics Valley Union Hldng Co Ltd,xhkg:00798
00799:xhkg,IGG Inc.,xhkg:00799
00800:xhkg,A8 New Media Group Ltd,xhkg:00800
00801:xhkg,Golden Meditech Holdings Ltd,xhkg:00801
00802:xhkg,China e-Wallet Payment Group Ltd,xhkg:00802
00805:xhkg,Glencore Plc,xhkg:00805
00808:xhkg,Prosperity Real Estate Investment Trust,xhkg:00808
00810:xhkg,China Internet Investment Finance Holdings Ltd,xhkg:00810
00813:xhkg,Shimao Property Holdings Ltd,xhkg:00813
00814:xhkg,Beijing Jingkelong Co. Ltd,xhkg:00814
00815:xhkg,China Silver Group Ltd,xhkg:00815
00816:xhkg,Huadian Fuxin Energy Corporation Ltd,xhkg:00816
00817:xhkg,China Jinmao Holdings Group Ltd,xhkg:00817
00818:xhkg,Hi Sun Technology (China) Ltd,xhkg:00818
00819:xhkg,Tianneng Power International Ltd,xhkg:00819
00820:xhkg,HSBC China Dragon Fund,xhkg:00820
00821:xhkg,Value Convergence Holdings Ltd,xhkg:00821
00823:xhkg,Link Real Estate Investment Trust,xhkg:00823
00825:xhkg,New World Department Store China Ltd,xhkg:00825
00826:xhkg,Tiangong International Co Ltd,xhkg:00826
00828:xhkg,Dynasty Fine Wines Group Ltd,xhkg:00828
00829:xhkg,Shenguan Holdings (Group) Ltd,xhkg:00829
00830:xhkg,Far East Global Group Ltd,xhkg:00830
00832:xhkg,Central China Real Estate Ltd,xhkg:00832
00836:xhkg,China Resources Power Holdings Co. Ltd,xhkg:00836
00837:xhkg,Carpenter Tan Holdings Ltd,xhkg:00837
00838:xhkg,EVA precision Ind Hldgs,xhkg:00838
00842:xhkg,Leoch International Technology Ltd,xhkg:00842
00845:xhkg,Glorious Property Holdings Limited,xhkg:00845
00848:xhkg,Maoye International Holdings,xhkg:00848
00852:xhkg,Strong Petrochemical Holdings Ltd,xhkg:00852
00853:xhkg,MicroPort Scientific Corp.,xhkg:00853
00855:xhkg,China Water Affairs Group Ltd,xhkg:00855
00856:xhkg,VSTECS Holdings Ltd,xhkg:00856
00857:xhkg,PetroChina Co. Ltd,xhkg:00857
00860:xhkg,O Luxe Holdings Ltd,xhkg:00860
00861:xhkg,Digital China Holdings Ltd,xhkg:00861
00866:xhkg,China Qinfa Group,xhkg:00866
00867:xhkg,China Medical System Holdings,xhkg:00867
00868:xhkg,Xinyi Glass Holdings Ltd,xhkg:00868
00869:xhkg,Playmates Toys Ltd,xhkg:00869
00871:xhkg,China Dredging Environment Protection Hldgs Ltd,xhkg:00871
00873:xhkg,China Taifeng Beddings Holdings Ltd - NOCT,xhkg:00873
00874:xhkg,Guangzhou Baiyunshan Pharma Holdings Co Ltd,xhkg:00874
00875:xhkg,China Finance Investment Holdings Ltd,xhkg:00875
00877:xhkg,O-Net Technologies Group Ltd,xhkg:00877
00878:xhkg,Soundwill Holdings Ltd,xhkg:00878
00880:xhkg,SJM Holdings Ltd,xhkg:00880
00881:xhkg,Zhongsheng Group Holdings Ltd,xhkg:00881
00882:xhkg,Tianjin Development Holdings Ltd,xhkg:00882
00883:xhkg,CNOOC Ltd,xhkg:00883
00884:xhkg,CIFI Holdings (Group) Co Ltd,xhkg:00884
00885:xhkg,Rentian Technology Holdings Ltd,xhkg:00885
00886:xhkg,Silver Base Group Holdings Ltd,xhkg:00886
00887:xhkg,Emperor Watch & Jewellery Ltd,xhkg:00887
00889:xhkg,Datronix Holdings Ltd,xhkg:00889
00891:xhkg,Trinity,xhkg:00891
00893:xhkg,China Vanadium Titano-Magnetite Mining Co. Ltd,xhkg:00893
00894:xhkg,Man Yue Technology Holdings Ltd,xhkg:00894
00895:xhkg,Dongjiang Environmental Co Ltd,xhkg:00895
00896:xhkg,Hanison Construction Holdings Ltd,xhkg:00896
00900:xhkg,Aeon Credit Service (Asia) Company Ltd,xhkg:00900
00902:xhkg,Huaneng Power International Inc.,xhkg:00902
00903:xhkg,TPV Technology Ltd,xhkg:00903
00904:xhkg,China Green Holdings Ltd,xhkg:00904
00906:xhkg,CPMC Holdings Ltd,xhkg:00906
00910:xhkg,China Sandi Holdings Ltd,xhkg:00910
00911:xhkg,Qianhai Health Holdings Ltd,xhkg:00911
00913:xhkg,Unity Investments Holdings Ltd,xhkg:00913
00914:xhkg,Conch Cement Co. Ltd,xhkg:00914
00916:xhkg,China Longyuan Power Group Corp. Ltd,xhkg:00916
00918:xhkg,State Energy Group International Assts Hldings Ltd,xhkg:00918
00919:xhkg,Modern Beauty Salon Holdings Ltd,xhkg:00919
00921:xhkg,Hisense Kelon Electrical Holdings,xhkg:00921
00925:xhkg,Beijing Properties (Holdings) Ltd,xhkg:00925
00926:xhkg,Besunyen Holdings Co. Ltd,xhkg:00926
00927:xhkg,Fujikon Industrial Holdings Ltd,xhkg:00927
00931:xhkg,China LNG Group Ltd,xhkg:00931
00932:xhkg,RM Group Holdings Ltd,xhkg:00932
00933:xhkg,Brightoil Petroleum (Holdings) Ltd,xhkg:00933
00934:xhkg,Sinopec Kantons Holdings Ltd,xhkg:00934
00936:xhkg,Eagle Legend Asia Ltd,xhkg:00936
00938:xhkg,Man Sang International Ltd,xhkg:00938
00939:xhkg,China Construction Bank Corp.,xhkg:00939
00940:xhkg,China Animal Healthcare Ltd,xhkg:00940
00941:xhkg,China Mobile Ltd,xhkg:00941
00943:xhkg,eForce Holdings Ltd,xhkg:00943
00945:xhkg,Manulife Financial Corp.,xhkg:00945
00947:xhkg,MOBI Development Co. Ltd,xhkg:00947
00948:xhkg,Z-Obee Holdings LTd,xhkg:00948
00950:xhkg,Lee's Pharmaceutical Holdings Ltd,xhkg:00950
00951:xhkg,Chaowei Power Holdings Ltd,xhkg:00951
00952:xhkg,China Oceanwide International Financial Ltd,xhkg:00952
00956:xhkg,China Suntien Green Energy Corp Ltd,xhkg:00956
00958:xhkg,Huaneng Renewables Corporation Ltd,xhkg:00958
00960:xhkg,Longfor Properties Co. Ltd,xhkg:00960
00966:xhkg,China Taiping Insurance Holdings Co. Ltd,xhkg:00966
00967:xhkg,Sound Global Ltd,xhkg:00967
00968:xhkg,Xinyi Solar Holdings Ltd,xhkg:00968
00970:xhkg,Sparkle Roll Group Ltd,xhkg:00970
00973:xhkg,L Occitane International,xhkg:00973
00975:xhkg,Mongolian Mining Corp.,xhkg:00975
00976:xhkg,Chiho Environmental Group Ltd,xhkg:00976
00978:xhkg,China Merchants Land Ltd,xhkg:00978
00979:xhkg,Green Energy Group Ltd,xhkg:00979
00980:xhkg,Lianhua Supermarket Holdings Co. Ltd,xhkg:00980
00981:xhkg,Semiconductor Manufacturing International Corp.,xhkg:00981
00983:xhkg,SOCAM Development Ltd,xhkg:00983
00984:xhkg,AEON Stores (Hong Kong) Co. Ltd,xhkg:00984
00985:xhkg,CST Group Ltd,xhkg:00985
00986:xhkg,China Environmental Energy Investment Ltd,xhkg:00986
00987:xhkg,China Renewable Energy Investment Ltd,xhkg:00987
00988:xhkg,Loudong General Nice Resources (China) Hldgs,xhkg:00988
00990:xhkg,Theme International Holdings Ltd,xhkg:00990
00991:xhkg,Datang International Power Gen. Co. Ltd,xhkg:00991
00992:xhkg,Lenovo Group Ltd,xhkg:00992
00993:xhkg,Huarong International Financial Holdings Ltd,xhkg:00993
00994:xhkg,Win Win Way Construction Holdings Ltd,xhkg:00994
00995:xhkg,Anhui Expressway Co. Ltd,xhkg:00995
00996:xhkg,Carnival Group Inter Holdings Ltd,xhkg:00996
00997:xhkg,ChinLink Intl Holdings Ltd,xhkg:00997
00998:xhkg,China CITIC Bank Corp Ltd,xhkg:00998
00999:xhkg,I.T Limited,xhkg:00999
01000:xhkg,Beijing Media Corporation Ltd,xhkg:01000
01003:xhkg,Huanxi Media Group Ltd,xhkg:01003
01004:xhkg,China Smarter Energy Group Holdings Ltd,xhkg:01004
01006:xhkg,Changshouhua Food Co Ltd,xhkg:01006
01008:xhkg,Brilliant Circle Holdings International Ltd,xhkg:01008
01011:xhkg,China NT Pharma Group Co. Ltd,xhkg:01011
01019:xhkg,Convoy Global Holdings Ltd,xhkg:01019
01020:xhkg,Cybernaut International Holdings Co. Ltd,xhkg:01020
01023:xhkg,Sitoy Group Holdings Ltd,xhkg:01023
01027:xhkg,China Jicheng Holdings Ltd,xhkg:01027
01029:xhkg,IRC Ltd,xhkg:01029
01030:xhkg,Future Land Development Holdings Ltd,xhkg:01030
01031:xhkg,Kingston Financial Group Ltd,xhkg:01031
01033:xhkg,Sinopec Oilfield Service Corp.,xhkg:01033
01035:xhkg,BBI Life Sciences Corp.,xhkg:01035
01036:xhkg,Vanke Property (Overseas) Ltd,xhkg:01036
01038:xhkg,CK Infrastructure Holdings Ltd,xhkg:01038
01043:xhkg,Coslight Technology International Group Ltd,xhkg:01043
01044:xhkg,Hengan International Group Co. Ltd,xhkg:01044
01045:xhkg,APT Satellite Holdings Ltd,xhkg:01045
01049:xhkg,Celestial Asia Securities Holdings Ltd,xhkg:01049
01050:xhkg,Karrie International Holdings Ltd,xhkg:01050
01051:xhkg,G-Resources Group Ltd,xhkg:01051
01052:xhkg,Yuexiu Transport Infrastructure Ltd,xhkg:01052
01053:xhkg,Chongqing Iron & Steel Co. Ltd,xhkg:01053
01055:xhkg,China Southern Airlines Co. Ltd,xhkg:01055
01057:xhkg,Zhejiang Shibao Co Ltd,xhkg:01057
01059:xhkg,Kantone Holdings Ltd,xhkg:01059
01060:xhkg,Ali Pictures,xhkg:01060
01061:xhkg,Essex Bio-Technology Ltd,xhkg:01061
01606:xhkg,China Development Bank Intl Investment Ltd,xhkg:01606
01063:xhkg,SunCorp Technologies Ltd,xhkg:01063
01065:xhkg,Tianjin Capital Environmental Protection,xhkg:01065
01066:xhkg,Shandong Weigao Group,xhkg:01066
01068:xhkg,China Yurun Food Group Ltd,xhkg:01068
01070:xhkg,TCL Multimedia Technology Holdings Ltd,xhkg:01070
01071:xhkg,Huadian Power International Corporation Ltd,xhkg:01071
00002:xhkg,CLP Holdings Ltd,xhkg:00002
01075:xhkg,Capinfo Co Ltd,xhkg:01075
01076:xhkg,Imperial Pacific Intl Holdings Ltd,xhkg:01076
01080:xhkg,Shengli Oil and Gas Pipe Holdings Ltd,xhkg:01080
01083:xhkg,Towngas China Co. Ltd,xhkg:01083
01085:xhkg,Hengxin Technology Ltd,xhkg:01085
01086:xhkg,Goodbaby International Holdings Ltd,xhkg:01086
01088:xhkg,China Shenhua Energy Co. Ltd,xhkg:01088
01089:xhkg,Leyou Technologies Holdings Ltd,xhkg:01089
01090:xhkg,Da Ming International Holdings Ltd,xhkg:01090
01093:xhkg,CSPC Pharmaceutical Group Ltd,xhkg:01093
01096:xhkg,Sino Energy International Holdings Group Ltd,xhkg:01096
01097:xhkg,i-Cable Communications Ltd,xhkg:01097
01098:xhkg,Road King Infrastructure Ltd,xhkg:01098
01099:xhkg,Sinopharm,xhkg:01099
01100:xhkg,Mainland Headwear Holdings Ltd,xhkg:01100
01101:xhkg,China Huarong Energy Co. Ltd,xhkg:01101
01103:xhkg,Shanghai Dasheng Agri Finanace Tech Co. Ltd,xhkg:01103
01104:xhkg,APAC Resources Ltd,xhkg:01104
01109:xhkg,China Resources Land Ltd,xhkg:01109
01111:xhkg,Chong Hing Bank Ltd,xhkg:01111
01112:xhkg,Health and Happiness (H&H) Intl Holdings Ltd,xhkg:01112
01113:xhkg,CK Asset Holdings Ltd,xhkg:01113
01114:xhkg,Brilliance China Automotive Holdings Ltd,xhkg:01114
01115:xhkg,Tibet Water Resources Ltd,xhkg:01115
01117:xhkg,China Modern Dairy Holdings Ltd,xhkg:01117
01122:xhkg,Qingling Motors Co. Ltd,xhkg:01122
01123:xhkg,China-Hongkong Photo Products Holdings Ltd,xhkg:01123
01125:xhkg,Lai Fung Holdings Ltd,xhkg:01125
01126:xhkg,Dream International Ltd,xhkg:01126
01127:xhkg,Lion Rock Group Ltd,xhkg:01127
01128:xhkg,Wynn Macau Ltd,xhkg:01128
01130:xhkg,China Environmental Resources Group Ltd,xhkg:01130
01131:xhkg,Agritrade Resources,xhkg:01131
01132:xhkg,Orange Sky Golden Harvest Entertmt (Hldgs) Ltd,xhkg:01132
01133:xhkg,Harbin Electric Company Ltd,xhkg:01133
01135:xhkg,Asia Satellite Telecommunications Holdings Ltd,xhkg:01135
01137:xhkg,Hong Kong Television Network Ltd,xhkg:01137
01138:xhkg,Cosco Shipping Energy Transportation Co. Ltd,xhkg:01138
01141:xhkg,CMBC Capital Holdings Limited,xhkg:01141
01142:xhkg,Siberian Mining Group Co Ltd,xhkg:01142
01143:xhkg,China Healthcare Enterprise Group Ltd,xhkg:01143
01148:xhkg,Xinchen China Power Holdings Ltd,xhkg:01148
01149:xhkg,Anxin-China Holdings Ltd,xhkg:01149
01150:xhkg,Milan Station Holdings Ltd,xhkg:01150
01161:xhkg,Water Oasis Group Ltd,xhkg:01161
01164:xhkg,CGN Mining Co Ltd,xhkg:01164
01165:xhkg,Shunfeng International Clean Energy Ltd,xhkg:01165
01168:xhkg,Sinolink Worldwide Holdings Ltd,xhkg:01168
01169:xhkg,Haier Electronics Group Co. Ltd,xhkg:01169
01171:xhkg,Yanzhou Coal Mining Co. Ltd,xhkg:01171
01174:xhkg,Pacific Andes International Holdings Ltd,xhkg:01174
01175:xhkg,Fresh Express Delivery Holdings Group Co Ltd,xhkg:01175
01176:xhkg,Zhuguang Holdings Group Co Ltd,xhkg:01176
01177:xhkg,Sino Biopharmaceutical Ltd,xhkg:01177
01178:xhkg,Share Economy Group Ltd,xhkg:01178
01180:xhkg,Paradise Entertainment Ltd,xhkg:01180
01181:xhkg,Tang Palace (China) Holdings Ltd,xhkg:01181
01182:xhkg,Success Dragon International Holdings Ltd,xhkg:01182
01186:xhkg,China Railway Construction Corp. Ltd,xhkg:01186
01188:xhkg,Hybrid Kinetic Group Ltd,xhkg:01188
01189:xhkg,Rosedale Hotel Holdings Ltd,xhkg:01189
01192:xhkg,Titan Petrochemicals Group Ltd,xhkg:01192
01193:xhkg,China Resources Gas Group Ltd,xhkg:01193
01194:xhkg,Munsun Capital Group Ltd,xhkg:01194
01196:xhkg,Realord Group Holdings Ltd,xhkg:01196
01198:xhkg,Royale Furniture Holdings Ltd,xhkg:01198
01199:xhkg,COSCO Shipping Ports Ltd,xhkg:01199
01200:xhkg,Midland Holdings Ltd,xhkg:01200
01202:xhkg,Chengdu PUTIAN Telecommunications Cable Co.,xhkg:01202
01205:xhkg,CITIC Resources Holdings Ltd,xhkg:01205
01206:xhkg,Technovator International Ltd,xhkg:01206
01207:xhkg,SRE Group Ltd,xhkg:01207
01208:xhkg,MMG Ltd,xhkg:01208
01211:xhkg,BYD Company Ltd,xhkg:01211
01212:xhkg,Lifestyle International Holdings Ltd,xhkg:01212
01215:xhkg,Kai Yuan Holdings Ltd,xhkg:01215
01217:xhkg,China Innovation Investment Ltd,xhkg:01217
01219:xhkg,Tenwow International Holdings Ltd,xhkg:01219
01222:xhkg,Wang On Group Ltd,xhkg:01222
01224:xhkg,C C Land Holdings Ltd,xhkg:01224
01225:xhkg,Lerado Financial Group Co Ltd,xhkg:01225
01227:xhkg,National Investments Fund Ltd,xhkg:01227
01230:xhkg,Yashili International Holdings Ltd,xhkg:01230
01231:xhkg,Newton Resources Ltd,xhkg:01231
01233:xhkg,Times Property Holdings Ltd,xhkg:01233
01234:xhkg,China Lilang,xhkg:01234
01236:xhkg,National Agricultural Holdings Ltd,xhkg:01236
01237:xhkg,China Environmental Tech and Bioenergy Hld Ltd,xhkg:01237
01238:xhkg,Powerlong Real Estate Holdings,xhkg:01238
01239:xhkg,Teamway International Group Holdings Ltd,xhkg:01239
01241:xhkg,Shuanghua Holdings Ltd,xhkg:01241
01246:xhkg,Boill Healthcare Holdings Ltd,xhkg:01246
01247:xhkg,Miko Int Holdings Ltd,xhkg:01247
01249:xhkg,Tonly Electronics Holdings Ltd,xhkg:01249
01250:xhkg,Beijing Enterprises Clean Energy Group Ltd,xhkg:01250
01251:xhkg,SPT Energy Group Inc.,xhkg:01251
01253:xhkg,China Greenland Broad Greenstate Group Co Ltd,xhkg:01253
01255:xhkg,S.Culture International Holdings Ltd,xhkg:01255
01259:xhkg,China Child Care Corporation Ltd,xhkg:01259
01260:xhkg,Wonderful Sky Financial Group Holdings Ltd,xhkg:01260
01262:xhkg,Labixiaoxin Snacks Group Ltd,xhkg:01262
01263:xhkg,PC Partner Group Ltd,xhkg:01263
01265:xhkg,Tianjin Jinran Public Utilities Co Ltd - H Shares,xhkg:01265
01266:xhkg,Xiwang Special Steel Co. Ltd,xhkg:01266
01268:xhkg,China MeiDong Auto Holdings Ltd,xhkg:01268
01269:xhkg,China First Capital Group Ltd,xhkg:01269
01270:xhkg,Langham Hsptlty Inv.& Langham Hsptlty Inv. Ltd,xhkg:01270
01272:xhkg,Datang Enviro Industry Group Co. Ltd - H Shares,xhkg:01272
01275:xhkg,New Century Real Estate Investment Trust,xhkg:01275
01278:xhkg,China New Town Development Co. Ltd,xhkg:01278
01282:xhkg,China Goldjoy Group Ltd,xhkg:01282
01288:xhkg,Agricultural Bank Of China,xhkg:01288
01290:xhkg,China Huirong Financial Holdings Ltd,xhkg:01290
01292:xhkg,Changan Minsheng APLL Logistics Co Ltd,xhkg:01292
01293:xhkg,Grand Baoxin Auto Group Ltd,xhkg:01293
01296:xhkg,Guodian Technology & Environment Group Corp. Ltd,xhkg:01296
01297:xhkg,Sinosoft Technology Group Ltd,xhkg:01297
01299:xhkg,AIA Group Ltd,xhkg:01299
01301:xhkg,D&G Technology Holding Company Ltd,xhkg:01301
01302:xhkg,LifeTech Scientific Corp.,xhkg:01302
01303:xhkg,Huili Resources (Group) Ltd,xhkg:01303
01308:xhkg,SITC International Holdings Co. Ltd,xhkg:01308
01310:xhkg,HKBN Ltd,xhkg:01310
01313:xhkg,China Resources Cement Holdings Ltd,xhkg:01313
01314:xhkg,Tsui Wah Holdings Ltd,xhkg:01314
01316:xhkg,Nexteer Automotive Group Ltd,xhkg:01316
01317:xhkg,China Maple Leaf Educational Systems Ltd,xhkg:01317
01319:xhkg,Oi Wah Pawnshop Credit Holdings Ltd,xhkg:01319
01322:xhkg,CW Group Holdings Ltd,xhkg:01322
01323:xhkg,Newtree Group Holdings Ltd,xhkg:01323
01327:xhkg,Time2U International Holding Ltd,xhkg:01327
01330:xhkg,Dynagreen Environmental Protection Group Co Ltd,xhkg:01330
01332:xhkg,China Touyun Tech Group Ltd,xhkg:01332
01333:xhkg,China ZhongWang Holdings,xhkg:01333
01336:xhkg,New China Life Insurance Co Ltd,xhkg:01336
01337:xhkg,Razer Inc.,xhkg:01337
01339:xhkg,The People's Insurance Co (Group) of China Ltd,xhkg:01339
01340:xhkg,Huisheng International Holdings Ltd,xhkg:01340
01345:xhkg,China Pioneer Pharma Holdings Ltd,xhkg:01345
01347:xhkg,Hua Hong Semiconductor Ltd,xhkg:01347
01349:xhkg,Shanghai Fudan-Zhangjiang Bio-Pharma Co.Ltd,xhkg:01349
01357:xhkg,Meitu Inc.,xhkg:01357
01358:xhkg,PW Medtech Group Ltd,xhkg:01358
01359:xhkg,China Cinda Asset Management Co Ltd,xhkg:01359
01361:xhkg,361 Degrees,xhkg:01361
01363:xhkg,CT Environmental Group Ltd,xhkg:01363
01365:xhkg,China Rundong Auto Group Ltd,xhkg:01365
01366:xhkg,Jiangnan Group Ltd,xhkg:01366
01367:xhkg,Hanbo Enterprises Holdings Ltd,xhkg:01367
01368:xhkg,Xtep International Holdings Ltd,xhkg:01368
01369:xhkg,Wuzhou Intl. Holdings Ltd,xhkg:01369
01373:xhkg,International Housewares Retail Co Ltd,xhkg:01373
01375:xhkg,Central China Securities Co Ltd - H Shares,xhkg:01375
01378:xhkg,China Hongqiao Group Ltd,xhkg:01378
01381:xhkg,Canvest Environmental Protection Group Co Ltd,xhkg:01381
01382:xhkg,Pacific Textiles Holdings Ltd,xhkg:01382
01385:xhkg,Shanghai Fudan Microelectronics Group Company Ltd,xhkg:01385
01387:xhkg,Renhe Commercial Holdings Co. Ltd,xhkg:01387
01388:xhkg,Embry Holdings Ltd,xhkg:01388
01389:xhkg,Major Holdings Ltd,xhkg:01389
01393:xhkg,Hidili Industry International Development Ltd,xhkg:01393
01395:xhkg,ELL Environmental Holdings Ltd,xhkg:01395
01396:xhkg,Hydoo International Holdings Ltd,xhkg:01396
01398:xhkg,Industrial and Commercial Bank of China Ltd,xhkg:01398
01415:xhkg,Cowell e Holdings Inc.,xhkg:01415
01421:xhkg,Kingbo Strike Ltd,xhkg:01421
01426:xhkg,Spring Real Estate Investment Trust,xhkg:01426
01428:xhkg,Bright Smart Securities & Commodities Group,xhkg:01428
01431:xhkg,YuanShengTai Dairy Farm Ltd,xhkg:01431
01432:xhkg,China Shengmu Organic Milk Ltd,xhkg:01432
01439:xhkg,Mobile Internet (China) Holdings Ltd,xhkg:01439
01443:xhkg,Fulum Group Holdings Ltd,xhkg:01443
01448:xhkg,Fu Shou Yuan International Group Ltd,xhkg:01448
01450:xhkg,Century Sage Scientific Holdings Ltd,xhkg:01450
01456:xhkg,Guolian Securities Co Ltd,xhkg:01456
01458:xhkg,Zhou Hei Ya International Holdings Co Ltd,xhkg:01458
01459:xhkg,Jujiang Construction Group Co Ltd,xhkg:01459
01460:xhkg,ICO Group Ltd,xhkg:01460
01462:xhkg,Gold-Finance Holdings Ltd,xhkg:01462
01468:xhkg,UKF (Holdings) Ltd,xhkg:01468
01469:xhkg,Get Nice Financial Group Ltd,xhkg:01469
01475:xhkg,Nissin Foods Company Ltd - NOCT,xhkg:01475
01476:xhkg,Hengtai Securities Co Ltd,xhkg:01476
01478:xhkg,Q Technology (Group) Co Ltd,xhkg:01478
01480:xhkg,Yan Tat Group Holdings Ltd,xhkg:01480
01488:xhkg,Best Food Holding Co Ltd,xhkg:01488
01500:xhkg,In Construction Holdings Ltd,xhkg:01500
01508:xhkg,China Reinsurance (Group) Corp.,xhkg:01508
01509:xhkg,Harmonicare Medical Holdings Ltd,xhkg:01509
01513:xhkg,Livzon Pharmaceutical Group Inc.,xhkg:01513
01515:xhkg,China Resources Phoenix Healthcare Holdings Co Ltd,xhkg:01515
01518:xhkg,New Century Healthcare Holdings Co. Ltd,xhkg:01518
01520:xhkg,CEFC HK Fin Investment Co. Ltd,xhkg:01520
01522:xhkg,BII Railway Transportation Tech Hldings Co. Ltd,xhkg:01522
01523:xhkg,Plover Bay Technologies Ltd,xhkg:01523
01526:xhkg,Rici Healthcare Holdings Ltd,xhkg:01526
01528:xhkg,Red Star Macalline Group Corporation Ltd,xhkg:01528
01530:xhkg,3SBio Inc.,xhkg:01530
01536:xhkg,Yuk Wing Group Holdings Ltd,xhkg:01536
01538:xhkg,Zhong Ao Home Group Ltd,xhkg:01538
01539:xhkg,Synergy Group Holdings International Ltd,xhkg:01539
01547:xhkg,IBI Group Holdings Ltd,xhkg:01547
01548:xhkg,Genscript Biotech Corp.,xhkg:01548
01555:xhkg,MIE Holdings Corp.,xhkg:01555
01556:xhkg,Chinney Kin Wing Holdings Ltd,xhkg:01556
01558:xhkg,Yichang HEC ChangJiang Pharmaceutical Co. Ltd,xhkg:01558
01560:xhkg,Star Properties Group (Cayman Islands) Ltd,xhkg:01560
01565:xhkg,Virscend Education Company Ltd,xhkg:01565
01568:xhkg,Sundart Holdings Ltd,xhkg:01568
01569:xhkg,Minsheng Education Group Co. Ltd,xhkg:01569
01570:xhkg,Weiye Holdings Ltd,xhkg:01570
01571:xhkg,Xin Point Holdings Ltd,xhkg:01571
01572:xhkg,China Art Financial Holdings Ltd,xhkg:01572
01573:xhkg,China Unienergy Group Ltd,xhkg:01573
01575:xhkg,Morris Holdings Ltd,xhkg:01575
01577:xhkg,Quanzhou Huixin Micro-credit Co Ltd - H Shares,xhkg:01577
01579:xhkg,Yihai International Holdings Ltd,xhkg:01579
01580:xhkg,Da Sen Holdings Group Ltd,xhkg:01580
01581:xhkg,Progressive Path Group Holdings Ltd,xhkg:01581
01583:xhkg,Qinqin Foodstuffs Group (Cayman) Co. Ltd,xhkg:01583
01585:xhkg,Yadea Group Holdings Ltd,xhkg:01585
01588:xhkg,Chanjet Information Technology Co Ltd,xhkg:01588
01589:xhkg,China Logistics Property Holdings Co Ltd,xhkg:01589
01591:xhkg,Shun Wo Group Holdings Ltd,xhkg:01591
01596:xhkg,Hebei Yichen Industrial Group Corp. Ltd - H Shares,xhkg:01596
01599:xhkg,Beijing Urban Const Design & Dev Group Co Ltd,xhkg:01599
01600:xhkg,China Tian Lun Gas Holdings Ltd,xhkg:01600
01608:xhkg,VPower Group,xhkg:01608
01609:xhkg,Chong Kin Group Holdings Ltd,xhkg:01609
01610:xhkg,COFCO Meat Holdings Ltd,xhkg:01610
01611:xhkg,Pantronics Holdings Ltd,xhkg:01611
01612:xhkg,Vincent Medical Holdings Ltd,xhkg:01612
01613:xhkg,Synertone Communication Corp.,xhkg:01613
01617:xhkg,Nanfang Communication Holdings Ltd,xhkg:01617
01618:xhkg,Metallurgical Corporation of China Ltd,xhkg:01618
01619:xhkg,Tianhe Chemicals Group Ltd,xhkg:01619
01622:xhkg,Redco Properties Group Ltd,xhkg:01622
01623:xhkg,Hilong Holding Ltd,xhkg:01623
01627:xhkg,Able Engineering Holdings Ltd,xhkg:01627
01628:xhkg,Yuzhou Properties Co Ltd,xhkg:01628
01630:xhkg,Kin Shing Holdings Ltd,xhkg:01630
01632:xhkg,Food Wise Holdings Ltd,xhkg:01632
01633:xhkg,Sheung Yue Group Holdings Ltd,xhkg:01633
01635:xhkg,Shanghai Dazhong Public Utilities Grp Co Ltd - H,xhkg:01635
01637:xhkg,SH Group Holdings Ltd,xhkg:01637
01638:xhkg,Kaisa Group Holdings Ltd,xhkg:01638
01656:xhkg,ISDN Holdings Ltd,xhkg:01656
01658:xhkg,Postal Savings Bank of China,xhkg:01658
01660:xhkg,Sanroc International Holdings Ltd,xhkg:01660
01661:xhkg,Wisdom Sports Group,xhkg:01661
01662:xhkg,Yee Hop Holdings Ltd,xhkg:01662
01666:xhkg,Tong Ren Tang Technologies,xhkg:01666
01668:xhkg,China South City Holdings Ltd,xhkg:01668
01676:xhkg,China Shenghai Food Holdings Co. Ltd,xhkg:01676
01678:xhkg,China Creative Global Holdings Ltd,xhkg:01678
01680:xhkg,Macau Legend Development Ltd,xhkg:01680
01681:xhkg,Consun Pharmaceutical Group Ltd,xhkg:01681
01685:xhkg,Boer Power Holdings Ltd,xhkg:01685
01689:xhkg,Huaxi Holdings Company Ltd,xhkg:01689
01696:xhkg,Sisram Medical Ltd,xhkg:01696
01698:xhkg,Boshiwa International Holding,xhkg:01698
01700:xhkg,Springland International Holdings Ltd,xhkg:01700
01706:xhkg,Shuang Yun Holdings Ltd - NOCT,xhkg:01706
01709:xhkg,Season Pacific Holdings Ltd,xhkg:01709
01717:xhkg,Ausnutria Dairy Corp. Ltd,xhkg:01717
01728:xhkg,China ZhengTong Auto Services Holdings,xhkg:01728
01733:xhkg,E-Commodities Holdings Ltd,xhkg:01733
00175:xhkg,Geely Automobile Holdings Ltd,xhkg:00175
01766:xhkg,CRRC Corporation Ltd,xhkg:01766
01776:xhkg,GF Securities Co Ltd,xhkg:01776
01777:xhkg,Fantasia Holdings Group Co. Ltd,xhkg:01777
1778:xhkg,Colour Life Services Group Co Ltd,xhkg:1778
01786:xhkg,CRCC High - Tech Equipment Corp. Ltd - H Shares,xhkg:01786
01788:xhkg,Guotai Junan International Holdings,xhkg:01788
01798:xhkg,China Datang Corporation Renewable Power Co Ltd,xhkg:01798
01800:xhkg,China Communications Construction Co. Ltd,xhkg:01800
01803:xhkg,Beijing Sports & Entertainment Industry Group Ltd,xhkg:01803
01808:xhkg,Enterprise Development Holdings Ltd,xhkg:01808
